Customer ID;Count;Quarter;Referred a Friend;Number of Referrals;Tenure in Months;Offer;Phone Service;Avg Monthly Long Distance Charges;Multiple Lines;Internet Service;Internet Type;Avg Monthly GB Download;Online Security;Online Backup;Device Protection Plan;Premium Tech Support;Streaming TV;Streaming Movies;Streaming Music;Unlimited Data;Contract;Paperless Billing;Payment Method;Monthly Charge;Total Charges;Total Refunds;Total Extra Data Charges;Total Long Distance Charges;Total Revenue
4559-UWIHT;1;Q3;Yes;8;14;Offer D;Yes;£45,57;Yes;Yes;Fiber Optic;10;No;Yes;Yes;No;No;No;No;Yes;Month-to-Month;Yes;Bank Withdrawal;£82,65;£1.185,00;£0,00;£0,00;£637,98;£1.822,98
9570-KYEUA;1;Q3;No;0;64;Offer B;Yes;£36,54;Yes;Yes;Fiber Optic;14;Yes;No;Yes;Yes;No;Yes;Yes;Yes;Two Year;No;Credit Card;£99,25;£6.549,45;£0,00;£0,00;£2.338,56;£8.888,01
9101-NTIXF;1;Q3;No;0;2;Offer E;Yes;£15,16;No;No;None;0;No;No;No;No;No;No;No;No;Month-to-Month;No;Credit Card;£19,40;£50,60;£0,00;£0,00;£30,32;£80,92
3413-DHLPB;1;Q3;Yes;1;60;Offer B;Yes;£2,83;Yes;Yes;Fiber Optic;19;No;Yes;No;Yes;Yes;Yes;Yes;Yes;Month-to-Month;Yes;Bank Withdrawal;£103,75;£5.969,95;£0,00;£0,00;£169,80;£6.139,75
1247-QBVSH;1;Q3;Yes;1;43;Offer B;Yes;£14,64;No;Yes;DSL;19;No;Yes;No;No;No;No;No;Yes;Month-to-Month;No;Mailed Check;£50,20;£2.169,40;£0,00;£0,00;£629,52;£2.798,92
6161-ERDGD;1;Q3;No;0;71;Offer A;Yes;£23,41;Yes;Yes;DSL;53;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;One Year;No;Bank Withdrawal;£85,45;£6.300,85;£0,00;£0,00;£1.662,11;£7.962,96
3771-PZOBW;1;Q3;No;0;20;Offer D;Yes;£25,41;Yes;Yes;Fiber Optic;27;No;No;Yes;No;Yes;No;No;Yes;Month-to-Month;Yes;Credit Card;£90,70;£1.781,35;£0,00;£0,00;£508,20;£2.289,55
8231-BSWXX;1;Q3;No;0;71;Offer A;Yes;£41,34;Yes;Yes;Fiber Optic;10;No;Yes;No;No;No;No;No;Yes;One Year;Yes;Credit Card;£79,05;£5.552,50;£0,00;£0,00;£2.935,14;£8.487,64
7389-KBFIT;1;Q3;Yes;6;2;Offer E;No;£0,00;No;Yes;DSL;20;No;Yes;No;No;No;No;No;Yes;Month-to-Month;Yes;Mailed Check;£30,25;£63,75;£0,00;£0,00;£0,00;£63,75
7176-WIONM;1;Q3;Yes;10;12;Offer D;No;£0,00;No;Yes;Cable;82;No;No;Yes;No;Yes;Yes;Yes;Yes;Month-to-Month;Yes;Bank Withdrawal;£49,85;£617,15;£0,00;£0,00;£0,00;£617,15
5141-ZUVBH;1;Q3;No;0;9;None;Yes;£42,10;No;Yes;Fiber Optic;16;Yes;No;Yes;Yes;No;Yes;Yes;Yes;Month-to-Month;No;Bank Withdrawal;£93,00;£870,25;£0,00;£0,00;£378,90;£1.249,15
6901-GOGZG;1;Q3;No;0;60;Offer B;Yes;£49,96;Yes;Yes;DSL;85;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;Two Year;Yes;Bank Withdrawal;£84,95;£4.984,85;£0,00;£0,00;£2.997,60;£7.982,45
9621-OUPYD;1;Q3;Yes;2;25;None;Yes;£10,49;No;No;None;0;No;No;No;No;No;No;No;No;One Year;Yes;Bank Withdrawal;£20,20;£507,90;£0,00;£0,00;£262,25;£770,15
2450-ZKEED;1;Q3;No;0;11;Offer D;Yes;£7,42;No;Yes;DSL;17;No;No;Yes;Yes;No;No;No;Yes;One Year;No;Bank Withdrawal;£53,80;£651,55;£0,00;£0,00;£81,62;£733,17
0567-GGCAC;1;Q3;No;0;7;None;Yes;£15,84;No;Yes;DSL;14;Yes;Yes;Yes;No;No;No;No;Yes;Month-to-Month;No;Bank Withdrawal;£61,40;£438,90;£0,00;£0,00;£110,88;£549,78
5968-HYJRZ;1;Q3;Yes;3;47;Offer B;Yes;£15,68;Yes;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Credit Card;£24,55;£1.160,45;£0,00;£0,00;£736,96;£1.897,41
7140-ADSMJ;1;Q3;No;0;8;Offer E;Yes;£35,21;No;No;None;0;No;No;No;No;No;No;No;No;Month-to-Month;Yes;Credit Card;£20,45;£162,30;£0,00;£0,00;£281,68;£443,98
6164-HXUGH;1;Q3;Yes;1;6;Offer E;Yes;£6,48;No;No;None;0;No;No;No;No;No;No;No;No;Month-to-Month;No;Credit Card;£19,85;£119,30;£0,00;£0,00;£38,88;£158,18
9135-MGVPY;1;Q3;Yes;10;69;None;Yes;£48,37;No;Yes;DSL;7;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Two Year;Yes;Credit Card;£84,70;£5.878,90;£0,00;£0,00;£3.337,53;£9.216,43
1212-GLHMD;1;Q3;No;0;3;Offer E;Yes;£18,26;No;Yes;Fiber Optic;29;Yes;No;No;No;No;Yes;Yes;Yes;Month-to-Month;Yes;Credit Card;£86,05;£244,85;£0,00;£0,00;£54,78;£299,63
7641-TQFHN;1;Q3;No;0;39;Offer C;Yes;£14,72;Yes;Yes;Fiber Optic;85;No;No;No;Yes;Yes;Yes;Yes;Yes;Two Year;No;Credit Card;£100,55;£3.895,35;£0,00;£0,00;£574,08;£4.469,43
6188-UXBBR;1;Q3;Yes;1;38;Offer C;Yes;£10,54;No;No;None;0;No;No;No;No;No;No;No;No;One Year;Yes;Credit Card;£20,25;£814,75;£0,00;£0,00;£400,52;£1.215,27
5702-SKUOB;1;Q3;Yes;1;4;None;Yes;£29,14;No;No;None;0;No;No;No;No;No;No;No;No;Month-to-Month;No;Credit Card;£19,60;£93,45;£0,00;£0,00;£116,56;£210,01
1134-YWTYF;1;Q3;Yes;1;27;Offer C;Yes;£41,48;No;Yes;DSL;15;No;Yes;No;Yes;No;No;No;Yes;Month-to-Month;Yes;Bank Withdrawal;£53,80;£1.389,85;£0,00;£0,00;£1.119,96;£2.509,81
6585-WCEWR;1;Q3;Yes;1;72;None;Yes;£22,78;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Bank Withdrawal;£20,35;£1.354,40;£0,00;£0,00;£1.640,16;£2.994,56
9067-SQTNS;1;Q3;Yes;1;44;None;Yes;£34,94;No;No;None;0;No;No;No;No;No;No;No;No;One Year;No;Bank Withdrawal;£20,60;£926,00;£0,00;£0,00;£1.537,36;£2.463,36
9405-GPBBG;1;Q3;No;0;64;None;Yes;£5,68;Yes;Yes;Fiber Optic;24;No;Yes;Yes;Yes;Yes;Yes;Yes;No;Two Year;Yes;Credit Card;£110,50;£7.069,25;£0,00;£60,00;£363,52;£7.492,77
8670-ERCJH;1;Q3;No;0;72;Offer A;Yes;£2,56;Yes;Yes;Fiber Optic;25;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Two Year;No;Bank Withdrawal;£113,40;£8.164,10;£0,00;£0,00;£184,32;£8.348,42
7758-UJWYS;1;Q3;Yes;10;34;None;No;£0,00;No;Yes;DSL;29;No;No;No;Yes;Yes;No;No;Yes;Two Year;Yes;Bank Withdrawal;£40,55;£1.325,85;£0,00;£0,00;£0,00;£1.325,85
2050-ONYDQ;1;Q3;Yes;7;65;None;Yes;£2,95;Yes;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Credit Card;£26,00;£1.654,85;£0,00;£0,00;£191,75;£1.846,60
0739-UUAJR;1;Q3;Yes;10;72;Offer A;No;£0,00;No;Yes;Cable;14;Yes;No;Yes;No;Yes;Yes;Yes;Yes;Two Year;Yes;Credit Card;£53,80;£3.952,45;£0,00;£0,00;£0,00;£3.952,45
7285-KLOTR;1;Q3;Yes;3;12;None;Yes;£25,09;Yes;Yes;Cable;17;Yes;No;Yes;No;Yes;Yes;Yes;Yes;One Year;No;Bank Withdrawal;£78,85;£876,75;£0,00;£0,00;£301,08;£1.177,83
7175-NTIXE;1;Q3;No;0;25;None;Yes;£21,67;No;Yes;DSL;48;Yes;No;No;Yes;Yes;Yes;Yes;Yes;Month-to-Month;Yes;Credit Card;£76,15;£1.992,95;£0,00;£0,00;£541,75;£2.534,70
7963-SHNDT;1;Q3;No;0;52;None;No;£0,00;No;Yes;DSL;7;Yes;Yes;No;Yes;No;No;No;No;Two Year;No;Credit Card;£39,10;£1.982,10;£0,00;£130,00;£0,00;£2.112,10
7145-FEJWU;1;Q3;No;0;12;None;Yes;£16,96;Yes;Yes;Fiber Optic;18;No;Yes;Yes;No;Yes;Yes;Yes;Yes;Month-to-Month;Yes;Bank Withdrawal;£105,30;£1.275,65;£0,00;£0,00;£203,52;£1.479,17
3969-JQABI;1;Q3;No;0;58;None;Yes;£40,16;No;Yes;DSL;20;Yes;Yes;No;No;Yes;No;No;No;Month-to-Month;Yes;Credit Card;£65,25;£3.791,60;£0,00;£110,00;£2.329,28;£6.230,88
1051-EQPZR;1;Q3;Yes;1;44;None;Yes;£4,17;No;No;None;0;No;No;No;No;No;No;No;No;Month-to-Month;No;Credit Card;£19,60;£780,25;£0,00;£0,00;£183,48;£963,73
1265-BCFEO;1;Q3;Yes;1;71;Offer A;Yes;£26,58;Yes;Yes;Cable;27;No;No;Yes;Yes;Yes;Yes;Yes;Yes;Two Year;Yes;Bank Withdrawal;£80,45;£5.662,25;£0,00;£0,00;£1.887,18;£7.549,43
5945-AZYHT;1;Q3;Yes;9;71;Offer A;Yes;£49,32;Yes;Yes;Fiber Optic;9;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;One Year;Yes;Bank Withdrawal;£109,60;£7.854,15;£0,00;£0,00;£3.501,72;£11.355,87
7730-CLDSV;1;Q3;Yes;6;72;Offer A;Yes;£35,21;Yes;Yes;Fiber Optic;10;No;Yes;Yes;Yes;No;Yes;Yes;Yes;Two Year;Yes;Bank Withdrawal;£98,65;£7.129,45;£0,00;£0,00;£2.535,12;£9.664,57
1135-HIORI;1;Q3;Yes;3;64;Offer B;Yes;£39,37;Yes;Yes;Fiber Optic;53;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;One Year;Yes;Bank Withdrawal;£111,45;£7.266,95;£0,00;£0,00;£2.519,68;£9.786,63
0164-APGRB;1;Q3;No;0;72;Offer A;Yes;£48,37;Yes;Yes;Fiber Optic;5;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Two Year;Yes;Bank Withdrawal;£114,90;£8.496,70;£0,00;£0,00;£3.482,64;£11.979,34
1550-EENBN;1;Q3;No;0;31;None;Yes;£45,71;Yes;Yes;Fiber Optic;58;Yes;Yes;No;No;Yes;Yes;Yes;Yes;Month-to-Month;No;Bank Withdrawal;£104,35;£3.205,60;£0,00;£0,00;£1.417,01;£4.622,61
9297-EONCV;1;Q3;No;0;72;Offer A;Yes;£44,21;Yes;Yes;DSL;22;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Two Year;Yes;Bank Withdrawal;£91,35;£6.697,20;£0,00;£0,00;£3.183,12;£9.880,32
1069-QJOEE;1;Q3;No;0;25;None;Yes;£18,87;No;No;None;0;No;No;No;No;No;No;No;No;One Year;No;Bank Withdrawal;£19,90;£505,45;£0,00;£0,00;£471,75;£977,20
3130-ICDUP;1;Q3;No;0;2;None;Yes;£5,30;Yes;Yes;Fiber Optic;11;Yes;No;No;No;No;No;No;Yes;Month-to-Month;No;Credit Card;£80,55;£188,10;£0,00;£0,00;£10,60;£198,70
4611-ANLQC;1;Q3;Yes;7;60;Offer B;No;£0,00;No;Yes;Cable;4;Yes;Yes;Yes;No;No;Yes;Yes;Yes;One Year;No;Bank Withdrawal;£50,05;£2.911,50;£0,00;£0,00;£0,00;£2.911,50
4213-HKBJO;1;Q3;No;0;33;None;Yes;£36,50;Yes;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Credit Card;£25,70;£826,10;£0,00;£0,00;£1.204,50;£2.030,60
4837-QUSFT;1;Q3;Yes;8;65;Offer B;Yes;£36,62;Yes;Yes;Fiber Optic;6;Yes;Yes;No;Yes;Yes;No;No;Yes;One Year;Yes;Bank Withdrawal;£100,15;£6.643,50;£0,00;£0,00;£2.380,30;£9.023,80
9953-ZMKSM;1;Q3;No;0;63;Offer B;Yes;£4,01;Yes;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Mailed Check;£25,25;£1.559,30;£0,00;£0,00;£252,63;£1.811,93
9481-WHGWY;1;Q3;Yes;9;70;Offer A;Yes;£39,53;No;Yes;DSL;53;Yes;No;No;Yes;Yes;Yes;Yes;Yes;Two Year;No;Credit Card;£75,35;£5.437,75;£0,00;£0,00;£2.767,10;£8.204,85
5639-NTUPK;1;Q3;No;0;13;Offer D;Yes;£19,17;No;Yes;Cable;59;Yes;No;No;No;No;No;Yes;Yes;Month-to-Month;Yes;Credit Card;£52,10;£670,65;£0,00;£0,00;£249,21;£919,86
8780-YRMTT;1;Q3;No;0;66;Offer A;No;£0,00;No;Yes;DSL;29;Yes;Yes;Yes;Yes;No;No;No;No;Two Year;Yes;Mailed Check;£47,40;£3.177,25;£0,00;£0,00;£0,00;£3.177,25
6242-SGYTS;1;Q3;Yes;6;62;Offer B;Yes;£15,76;Yes;Yes;Fiber Optic;59;Yes;Yes;No;No;Yes;No;Yes;Yes;One Year;Yes;Credit Card;£94,95;£5.791,85;£0,00;£0,00;£977,12;£6.768,97
4878-BUNFV;1;Q3;Yes;10;42;Offer B;Yes;£32,02;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Mailed Check;£20,70;£828,85;£0,00;£0,00;£1.344,84;£2.173,69
7026-YMSBE;1;Q3;No;0;30;None;Yes;£24,57;No;No;None;0;No;No;No;No;No;No;No;No;One Year;No;Mailed Check;£19,70;£625,05;£0,00;£0,00;£737,10;£1.362,15
6997-UVGOX;1;Q3;Yes;9;71;Offer A;Yes;£22,83;No;Yes;DSL;53;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Two Year;No;Bank Withdrawal;£85,45;£6.029,90;£0,00;£0,00;£1.620,93;£7.650,83
5213-TWWJU;1;Q3;No;0;28;None;Yes;£45,24;No;Yes;Fiber Optic;59;No;No;Yes;Yes;No;Yes;Yes;Yes;Month-to-Month;No;Bank Withdrawal;£91,00;£2.626,15;£0,00;£0,00;£1.266,72;£3.892,87
2466-NEJOJ;1;Q3;Yes;6;8;Offer E;Yes;£26,17;No;No;None;0;No;No;No;No;No;No;No;No;Month-to-Month;No;Credit Card;£19,65;£169,75;£0,00;£0,00;£209,36;£379,11
0254-KCJGT;1;Q3;Yes;6;52;Offer B;Yes;£41,34;Yes;Yes;Cable;24;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;One Year;Yes;Credit Card;£81,40;£4.354,45;£0,00;£0,00;£2.149,68;£6.504,13
5472-CVMDX;1;Q3;No;0;68;None;No;£0,00;No;Yes;DSL;58;Yes;No;Yes;Yes;No;No;No;Yes;Two Year;No;Credit Card;£38,90;£2.719,20;£0,00;£0,00;£0,00;£2.719,20
2346-DJQTB;1;Q3;No;0;35;None;No;£0,00;No;Yes;DSL;21;No;No;No;No;No;No;No;No;Month-to-Month;No;Bank Withdrawal;£24,15;£812,50;£0,00;£40,00;£0,00;£852,50
1866-ZSLJM;1;Q3;No;0;21;Offer D;Yes;£32,89;No;No;None;0;No;No;No;No;No;No;No;No;Month-to-Month;No;Credit Card;£20,50;£402,85;£0,00;£0,00;£690,69;£1.093,54
6402-SSEJG;1;Q3;No;0;25;None;No;£0,00;No;Yes;DSL;9;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;One Year;No;Bank Withdrawal;£61,05;£1.540,20;£0,00;£0,00;£0,00;£1.540,20
9929-PLVPA;1;Q3;No;0;4;Offer E;Yes;£30,79;No;No;None;0;No;No;No;No;No;No;No;No;Month-to-Month;No;Credit Card;£20,40;£94,50;£0,00;£0,00;£123,16;£217,66
3518-PZXZQ;1;Q3;Yes;8;1;None;Yes;£36,69;No;Yes;DSL;82;No;No;No;No;Yes;No;No;Yes;Month-to-Month;Yes;Credit Card;£55,30;£55,30;£0,00;£0,00;£36,69;£91,99
2323-ARSVR;1;Q3;Yes;8;67;None;Yes;£46,89;No;Yes;Fiber Optic;29;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Two Year;Yes;Bank Withdrawal;£111,05;£7.321,05;£0,00;£0,00;£3.141,63;£10.462,68
8295-FHIVV;1;Q3;No;0;7;None;Yes;£9,19;No;No;None;0;No;No;No;No;No;No;No;No;Month-to-Month;Yes;Credit Card;£19,40;£168,65;£0,00;£0,00;£64,33;£232,98
5468-BPMMO;1;Q3;Yes;3;46;None;Yes;£16,07;No;No;None;0;No;No;No;No;No;No;No;No;Month-to-Month;No;Bank Withdrawal;£19,60;£851,20;£0,00;£0,00;£739,22;£1.590,42
9534-NSXEM;1;Q3;No;0;26;Offer C;Yes;£31,53;No;No;None;0;No;No;No;No;No;No;No;No;One Year;Yes;Credit Card;£20,65;£595,50;£0,00;£0,00;£819,78;£1.415,28
8929-KSWIH;1;Q3;No;0;25;Offer C;Yes;£4,94;No;Yes;Fiber Optic;51;No;No;Yes;Yes;Yes;Yes;Yes;Yes;Two Year;No;Bank Withdrawal;£99,30;£2.513,50;£0,00;£0,00;£123,50;£2.637,00
3470-OBUET;1;Q3;Yes;5;67;None;Yes;£43,01;Yes;Yes;Cable;16;Yes;Yes;No;Yes;Yes;No;No;Yes;Two Year;No;Credit Card;£74,00;£4.868,40;£0,00;£0,00;£2.881,67;£7.750,07
2770-NSVDG;1;Q3;Yes;4;24;Offer C;No;£0,00;No;Yes;DSL;51;No;No;Yes;No;No;No;No;Yes;Month-to-Month;No;Bank Withdrawal;£29,10;£688,00;£0,00;£0,00;£0,00;£688,00
9375-MHRRS;1;Q3;No;0;6;Offer E;Yes;£23,01;No;Yes;DSL;13;No;No;No;Yes;No;No;No;No;Month-to-Month;No;Credit Card;£50,05;£288,35;£0,00;£40,00;£138,06;£466,41
4860-YZGZM;1;Q3;No;0;10;None;Yes;£39,39;No;No;None;0;No;No;No;No;No;No;No;No;Month-to-Month;No;Bank Withdrawal;£20,00;£185,40;£0,00;£0,00;£393,90;£579,30
4760-THGOT;1;Q3;Yes;9;43;None;Yes;£49,48;Yes;Yes;Fiber Optic;11;Yes;Yes;No;No;No;Yes;Yes;Yes;Month-to-Month;Yes;Bank Withdrawal;£94,10;£4.107,30;£0,00;£0,00;£2.127,64;£6.234,94
6584-VQMYT;1;Q3;No;0;27;Offer C;Yes;£2,63;No;Yes;DSL;59;Yes;Yes;No;No;No;No;No;No;One Year;No;Credit Card;£56,20;£1.567,55;£0,00;£30,00;£71,01;£1.668,56
3904-UKFRE;1;Q3;No;0;4;Offer E;Yes;£44,16;Yes;Yes;Fiber Optic;82;Yes;No;No;No;No;No;No;Yes;Month-to-Month;Yes;Bank Withdrawal;£80,10;£336,15;£0,00;£0,00;£176,64;£512,79
0058-EVZWM;1;Q3;Yes;2;55;Offer B;Yes;£5,08;Yes;Yes;Fiber Optic;9;Yes;No;No;No;Yes;No;No;Yes;Month-to-Month;Yes;Bank Withdrawal;£89,80;£4.959,60;£0,00;£0,00;£279,40;£5.239,00
7009-PCARS;1;Q3;No;0;55;Offer B;Yes;£39,29;No;No;None;0;No;No;No;No;No;No;No;No;One Year;No;Bank Withdrawal;£19,10;£1.001,50;£0,00;£0,00;£2.160,95;£3.162,45
9372-TXXPS;1;Q3;Yes;7;60;Offer B;Yes;£41,40;No;Yes;Cable;21;Yes;Yes;No;Yes;No;No;No;Yes;Two Year;No;Bank Withdrawal;£59,85;£3.483,45;£0,00;£0,00;£2.484,00;£5.967,45
3259-QMXUN;1;Q3;Yes;3;58;Offer B;Yes;£22,14;Yes;Yes;DSL;2;Yes;Yes;Yes;No;Yes;Yes;Yes;No;Two Year;Yes;Bank Withdrawal;£86,10;£4.890,50;£0,00;£110,00;£1.284,12;£6.284,62
7599-NTMDP;1;Q3;Yes;6;62;Offer B;No;£0,00;No;Yes;Cable;26;Yes;Yes;No;Yes;Yes;No;No;No;Two Year;No;Bank Withdrawal;£48,70;£3.008,55;£0,00;£120,00;£0,00;£3.128,55
3251-YMVWZ;1;Q3;No;0;53;Offer B;Yes;£39,37;Yes;No;None;0;No;No;No;No;No;No;No;No;One Year;No;Bank Withdrawal;£24,05;£1.301,90;£0,00;£0,00;£2.086,61;£3.388,51
1699-UOTXU;1;Q3;No;0;60;Offer B;Yes;£30,92;No;Yes;DSL;26;Yes;Yes;Yes;No;No;No;No;Yes;Two Year;No;Bank Withdrawal;£61,40;£3.638,25;£0,00;£0,00;£1.855,20;£5.493,45
0635-WKOLD;1;Q3;No;0;40;Offer B;Yes;£23,74;Yes;Yes;DSL;22;No;Yes;No;Yes;Yes;No;No;Yes;One Year;No;Credit Card;£70,75;£2.921,75;£0,00;£0,00;£949,60;£3.871,35
3097-FQTVJ;1;Q3;No;0;41;Offer B;Yes;£10,09;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Mailed Check;£20,00;£810,30;£0,00;£0,00;£413,69;£1.223,99
5465-BUBFA;1;Q3;Yes;1;41;Offer B;Yes;£21,28;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Bank Withdrawal;£19,30;£772,40;£0,00;£0,00;£872,48;£1.644,88
7299-GNVPL;1;Q3;Yes;5;23;None;Yes;£27,24;No;Yes;Fiber Optic;82;Yes;Yes;No;Yes;No;No;No;Yes;Month-to-Month;No;Mailed Check;£84,40;£1.936,85;£0,00;£0,00;£626,52;£2.563,37
1897-OKVMW;1;Q3;Yes;3;64;None;Yes;£37,00;Yes;Yes;DSL;19;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Two Year;Yes;Mailed Check;£90,60;£5.817,45;£0,00;£0,00;£2.368,00;£8.185,45
4644-PIZRT;1;Q3;Yes;5;17;None;Yes;£33,24;Yes;Yes;DSL;76;Yes;No;Yes;No;Yes;No;No;Yes;One Year;Yes;Bank Withdrawal;£70,35;£1.201,65;£0,00;£0,00;£565,08;£1.766,73
9512-PHSMG;1;Q3;Yes;2;10;None;Yes;£10,42;No;No;None;0;No;No;No;No;No;No;No;No;Month-to-Month;Yes;Credit Card;£20,55;£252,75;£0,00;£0,00;£104,20;£356,95
8347-GDTMP;1;Q3;Yes;4;64;None;Yes;£14,78;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Credit Card;£19,45;£1.225,65;£0,00;£0,00;£945,92;£2.171,57
4003-OCTMP;1;Q3;Yes;9;31;None;Yes;£28,80;No;Yes;Cable;15;Yes;No;No;Yes;No;Yes;Yes;Yes;One Year;Yes;Bank Withdrawal;£64,00;£1.910,75;£0,00;£0,00;£892,80;£2.803,55
6652-YFFJO;1;Q3;No;0;11;Offer D;Yes;£13,56;No;Yes;Cable;17;No;No;No;No;Yes;Yes;Yes;Yes;Month-to-Month;Yes;Bank Withdrawal;£64,90;£716,10;£0,00;£0,00;£149,16;£865,26
9830-ECLEN;1;Q3;Yes;9;58;None;No;£0,00;No;Yes;Cable;52;Yes;Yes;Yes;No;Yes;No;No;Yes;One Year;No;Mailed Check;£50,00;£2.919,85;£0,00;£0,00;£0,00;£2.919,85
9522-ZSINC;1;Q3;No;0;13;Offer D;Yes;£7,33;No;No;None;0;No;No;No;No;No;No;No;No;One Year;Yes;Bank Withdrawal;£19,95;£253,80;£0,00;£0,00;£95,29;£349,09
6203-HBZPA;1;Q3;No;0;52;None;No;£0,00;No;Yes;DSL;18;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Two Year;No;Credit Card;£63,90;£3.334,95;£0,00;£0,00;£0,00;£3.334,95
4402-FTBXC;1;Q3;No;0;54;None;Yes;£27,17;No;Yes;Fiber Optic;24;Yes;No;Yes;No;Yes;No;No;Yes;Month-to-Month;No;Credit Card;£89,80;£4.667,00;£0,00;£0,00;£1.467,18;£6.134,18
2931-XIQBR;1;Q3;Yes;7;50;None;Yes;£47,48;No;Yes;Fiber Optic;27;No;No;Yes;Yes;Yes;Yes;Yes;Yes;One Year;No;Credit Card;£103,05;£5.153,50;£0,00;£0,00;£2.374,00;£7.527,50
1930-QPBVZ;1;Q3;Yes;3;68;Offer A;Yes;£9,29;No;Yes;Fiber Optic;18;Yes;Yes;No;Yes;No;Yes;Yes;Yes;Two Year;No;Bank Withdrawal;£95,10;£6.683,40;£0,00;£0,00;£631,72;£7.315,12
2606-PKWJB;1;Q3;No;0;40;None;No;£0,00;No;Yes;Cable;57;Yes;Yes;No;Yes;No;No;No;Yes;One Year;No;Credit Card;£40,25;£1.564,05;£0,00;£0,00;£0,00;£1.564,05
6176-YJWAS;1;Q3;Yes;1;72;Offer A;Yes;£38,30;Yes;Yes;Fiber Optic;3;Yes;Yes;Yes;No;Yes;No;No;Yes;Two Year;Yes;Credit Card;£97,95;£7.114,25;£0,00;£0,00;£2.757,60;£9.871,85
5310-NOOVA;1;Q3;No;0;46;None;Yes;£13,42;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Bank Withdrawal;£19,95;£907,05;£0,00;£0,00;£617,32;£1.524,37
4526-EXKKN;1;Q3;No;0;40;None;Yes;£27,47;Yes;No;None;0;No;No;No;No;No;No;No;No;Two Year;Yes;Credit Card;£24,60;£973,95;£0,00;£0,00;£1.098,80;£2.072,75
3404-JNXAX;1;Q3;Yes;9;51;Offer B;Yes;£29,56;Yes;Yes;Fiber Optic;27;No;No;No;Yes;No;No;No;Yes;Month-to-Month;Yes;Bank Withdrawal;£80,75;£4.116,90;£0,00;£0,00;£1.507,56;£5.624,46
3489-VSFRD;1;Q3;No;0;56;Offer B;Yes;£30,86;No;Yes;DSL;22;Yes;No;Yes;Yes;No;No;No;Yes;One Year;Yes;Credit Card;£60,25;£3.282,75;£0,00;£0,00;£1.728,16;£5.010,91
3345-JHUEO;1;Q3;No;0;4;None;Yes;£46,53;No;No;None;0;No;No;No;No;No;No;No;No;Month-to-Month;Yes;Bank Withdrawal;£20,20;£55,70;£0,00;£0,00;£186,12;£241,82
7587-AOVVU;1;Q3;No;0;27;None;Yes;£14,07;Yes;Yes;Fiber Optic;15;Yes;Yes;No;Yes;Yes;No;No;Yes;Month-to-Month;No;Bank Withdrawal;£100,75;£2.793,55;£0,00;£0,00;£379,89;£3.173,44
9357-UJRUN;1;Q3;Yes;5;24;None;Yes;£34,01;Yes;Yes;Cable;4;Yes;No;No;Yes;No;No;No;Yes;One Year;Yes;Bank Withdrawal;£58,35;£1.346,90;£0,00;£0,00;£816,24;£2.163,14
7663-CUXZB;1;Q3;Yes;9;59;Offer B;Yes;£14,98;Yes;Yes;Fiber Optic;19;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Two Year;No;Bank Withdrawal;£113,75;£6.561,25;£0,00;£0,00;£883,82;£7.445,07
3043-TYBNO;1;Q3;No;0;3;None;Yes;£22,49;No;Yes;DSL;11;No;No;No;Yes;No;Yes;Yes;Yes;Month-to-Month;No;Credit Card;£60,65;£196,90;£0,00;£0,00;£67,47;£264,37
0397-ZXWQF;1;Q3;No;0;67;Offer A;Yes;£47,31;No;No;None;0;No;No;No;No;No;No;No;No;Two Year;No;Bank Withdrawal;£20,50;£1.430,95;£0,00;£0,00;£3.169,77;£4.600,72
5266-PFRQK;1;Q3;Yes;2;52;Offer B;Yes;£39,48;No;No;None;0;No;No;No;No;No;No;No;No;One Year;Yes;Credit Card;£20,85;£1.071,60;£0,00;£0,00;£2.052,96;£3.124,56
